category,symbol,startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
linear,BTCUSDT,2023-08-01T13:00:00+00:00,28866.5,28905,28853,28872.7,889.915,25698301.079
linear,BTCUSDT,2023-08-01T12:00:00+00:00,28853,28911.7,28744,28866.5,1749.877,50483151.5688
linear,BTCUSDT,2023-08-01T11:00:00+00:00,28914.8,28919,28852.5,28853,390.922,11288902.2238
linear,BTCUSDT,2023-08-01T10:00:00+00:00,28916.5,28930.7,28886.6,28914.8,469.686,13578132.8211
linear,BTCUSDT,2023-08-01T09:00:00+00:00,28980,28984.5,28915.4,28916.5,726.29,21022794.1023
linear,BTCUSDT,2023-08-01T08:00:00+00:00,28924.1,28980,28900.1,28980,603.502,17461245.0346
linear,BTCUSDT,2023-08-01T07:00:00+00:00,28901.4,28931.1,28887.6,28924.1,616.811,17830971.8521
linear,BTCUSDT,2023-08-01T06:00:00+00:00,28909.3,28958.9,28892.2,28901.4,820.757,23737673.6039
linear,BTCUSDT,2023-08-01T05:00:00+00:00,28855.9,28913,28844.4,28909.3,785.059,22672439.3168
linear,BTCUSDT,2023-08-01T04:00:00+00:00,28823,28910.6,28794.4,28855.9,1196.357,34513832.1459
linear,BTCUSDT,2023-08-01T03:00:00+00:00,28920.4,28942.2,28804.2,28823,1685.682,48696529.6063
linear,BTCUSDT,2023-08-01T02:00:00+00:00,29187.4,29205.4,28842.8,28920.4,2457.198,71171805.7318
linear,BTCUSDT,2023-08-01T01:00:00+00:00,29269.9,29333.1,29155.6,29187.4,1108.441,32422836.2431
linear,BTCUSDT,2023-08-01T00:00:00+00:00,29223.4,29277.1,29201.2,29269.9,500.659,14637893.7941
linear,BTCUSDT,2023-07-31T23:00:00+00:00,29197.9,29229.6,29175.9,29223.4,341.196,9963389.3679
linear,BTCUSDT,2023-07-31T22:00:00+00:00,29231,29232,29187.9,29197.9,359.396,10497292.2209
linear,BTCUSDT,2023-07-31T21:00:00+00:00,29198.1,29262.4,29145.3,29231,956.288,27927796.5804
linear,BTCUSDT,2023-07-31T20:00:00+00:00,29146.4,29248.2,29109.5,29198.1,1427.714,41662243.6031
linear,BTCUSDT,2023-07-31T19:00:00+00:00,29182.2,29229.5,29115.3,29146.4,842.61,24599077.6779
linear,BTCUSDT,2023-07-31T18:00:00+00:00,29204.8,29207.4,29135.2,29182.2,977.517,28522978.9392
linear,BTCUSDT,2023-07-31T17:00:00+00:00,29219.9,29262.1,29150.3,29204.8,1507.361,44013716.8643
linear,BTCUSDT,2023-07-31T16:00:00+00:00,29237.3,29254.8,29167.5,29219.9,1483.197,43344080.6063
linear,BTCUSDT,2023-07-31T15:00:00+00:00,29290.8,29330.1,29225,29237.3,1701.482,49811619.1091
linear,BTCUSDT,2023-07-31T14:00:00+00:00,29351.5,29355.8,29266.1,29290.8,2477.082,72594220.0123
linear,BTCUSDT,2023-07-31T13:00:00+00:00,29461,29461,29309.9,29351.5,2602.404,76540334.5108
linear,BTCUSDT,2023-07-31T12:00:00+00:00,29392.5,29461.2,29380.2,29461,1271.423,37420064.5593
linear,BTCUSDT,2023-07-31T11:00:00+00:00,29376.8,29392.5,29370.4,29392.5,541.183,15900774.098
linear,BTCUSDT,2023-07-31T10:00:00+00:00,29376.1,29399.6,29362,29376.8,313.656,9214453.3337
linear,BTCUSDT,2023-07-31T09:00:00+00:00,29383.2,29384.3,29322.2,29376.1,1024.176,30056017.2343
linear,BTCUSDT,2023-07-31T08:00:00+00:00,29362.7,29407.6,29349.8,29383.2,1018.664,29913310.6834
linear,BTCUSDT,2023-07-31T07:00:00+00:00,29401.5,29402.3,29362.4,29362.7,3190.619,93764101.4189
linear,BTCUSDT,2023-07-31T06:00:00+00:00,29367.9,29432.6,29355,29401.5,3470.438,101993426.8069
linear,BTCUSDT,2023-07-31T05:00:00+00:00,29389.8,29408.4,29353.5,29367.9,406.982,11959260.0766
linear,BTCUSDT,2023-07-31T04:00:00+00:00,29407,29423.5,29367.2,29389.8,703.829,20692965.7928
linear,BTCUSDT,2023-07-31T03:00:00+00:00,29451.6,29456.2,29401.5,29407,521.083,15331804.1742
linear,BTCUSDT,2023-07-31T02:00:00+00:00,29440.5,29483.3,29414,29451.6,626.071,18435241.4949
linear,BTCUSDT,2023-07-31T01:00:00+00:00,29443.2,29476.5,29368.5,29440.5,1016.8,29915482.6411
linear,BTCUSDT,2023-07-31T00:00:00+00:00,29271.2,29511.8,29250.7,29443.2,1204.768,35390774.5323
linear,BTCUSDT,2023-07-30T23:00:00+00:00,29142,29274,29142,29271.2,982.256,28710914.2433
linear,BTCUSDT,2023-07-30T22:00:00+00:00,29195.9,29196.5,29138.4,29142,441.203,12866019.7282
linear,BTCUSDT,2023-07-30T21:00:00+00:00,29251.8,29252.4,29165,29195.9,658.873,19242228.2008
linear,BTCUSDT,2023-07-30T20:00:00+00:00,29189.5,29256.6,29065.7,29251.8,1989.101,57983812.5875
linear,BTCUSDT,2023-07-30T19:00:00+00:00,29341.1,29347.9,29108.9,29189.5,865.186,25264301.772
linear,BTCUSDT,2023-07-30T18:00:00+00:00,29385.2,29389,29331.9,29341.1,247.564,7269723.8707
linear,BTCUSDT,2023-07-30T17:00:00+00:00,29369.8,29389,29342.5,29385.2,266.678,7831102.0936
linear,BTCUSDT,2023-07-30T16:00:00+00:00,29337.9,29399.3,29317,29369.8,10809.417,317129807.2939
linear,BTCUSDT,2023-07-30T15:00:00+00:00,29376.8,29438.6,29302.2,29337.9,938.792,27592921.0265
linear,BTCUSDT,2023-07-30T14:00:00+00:00,29272.5,29380.1,29272.5,29376.8,457.594,13423249.2337
linear,BTCUSDT,2023-07-30T13:00:00+00:00,29306.3,29310.4,29261.1,29272.5,237.411,6953199.3411
linear,BTCUSDT,2023-07-30T12:00:00+00:00,29300.1,29317.7,29292.2,29306.3,275.616,8077343.3103
linear,BTCUSDT,2023-07-30T11:00:00+00:00,29268.7,29315,29243.3,29300.1,730.324,21382319.9192
linear,BTCUSDT,2023-07-30T10:00:00+00:00,29269.9,29278,29230.7,29268.7,228.688,6691638.3124
